x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
4	4	0x602432e8	72	0.002801	0.196128	[]
4	4	0x60243330	12	0.001185	0.077244	[]
4	4	0x6024333c	108	0.000896	0.919790	[]
4	4	0x602433a8	12	0.001114	0.082186	[]
4	4	0x602433b4	24	0.000910	0.201143	[]
4	4	0x602433ec	132	0.000878	1.146645	[]
4	4	0x602434c8	4	0.000870	0.035068	[]
4	4	0x602434cc	8	0.000918	0.066519	[]
4	4	0x602434d4	4	0.000835	0.036551	[]
4	4	0x602434ec	24	0.000870	0.210410	[]
4	4	0x60243504	12	0.000958	0.095569	[]
4	4	0x60243518	72	0.001071	0.512745	[]
4	4	0x60243560	12	0.000925	0.098980	[]
4	4	0x6024356c	108	0.000838	0.982998	[]
4	4	0x602435d8	12	0.001547	0.059165	[]
4	4	0x602435e4	24	0.000884	0.207195	[]
4	4	0x6024361c	132	0.000851	1.183683	[]
4	4	0x602436f8	4	0.001030	0.029628	[]
4	4	0x602436fc	8	0.000872	0.069967	[]
4	4	0x60243704	4	0.000996	0.030638	[]
4	4	0x6024371c	24	0.000889	0.205860	[]
4	4	0x60243734	12	0.000915	0.100030	[]
4	4	0x60243748	72	0.001067	0.514971	[]
4	4	0x60243790	12	0.000854	0.107231	[]
4	4	0x6024379c	84	0.000861	0.744445	[]
4	4	0x602437f0	12	0.000781	0.117225	[]
4	4	0x602437fc	24	0.000875	0.209238	[]
4	4	0x60243834	132	0.001534	0.656548	[]
4	4	0x60243910	4	0.001580	0.019315	[]
4	4	0x60243914	8	0.000950	0.064235	[]
4	4	0x6024391c	4	0.000881	0.034622	[]
4	4	0x60243934	24	0.000911	0.201000	[]
4	4	0x6024394c	12	0.000812	0.112718	[]
4	4	0x60243960	72	0.001181	0.465300	[]
4	4	0x602439a8	12	0.000794	0.115282	[]
4	4	0x602439b4	116	0.000792	1.117082	[]
4	4	0x60243a28	12	0.001231	0.074398	[]
4	4	0x60243a34	24	0.000777	0.235744	[]
4	4	0x60243a6c	132	0.000782	1.287424	[]
4	4	0x60243b48	4	0.000789	0.038654	[]
4	4	0x60243b4c	8	0.000806	0.075693	[]
4	4	0x60243b54	4	0.000763	0.039984	[]
4	4	0x60243b6c	24	0.000752	0.243589	[]
4	4	0x60243b84	12	0.000790	0.115935	[]
4	4	0x60243b98	72	0.000938	0.585633	[]
4	4	0x60243be0	12	0.000832	0.109986	[]
4	4	0x60243bec	108	0.000703	1.172792	[]
4	4	0x60243c58	16	0.000685	0.178303	[]
4	4	0x60243c68	24	0.000723	0.253176	[]
4	4	0x60243ca0	132	0.000765	1.316868	[]
4	4	0x60243d7c	4	0.001055	0.028920	[]
4	4	0x60243d80	8	0.000791	0.077146	[]
4	4	0x60243d88	4	0.000896	0.034073	[]
4	4	0x60243da0	24	0.000759	0.241386	[]
4	4	0x60243db8	12	0.000818	0.111988	[]
4	4	0x60243dcc	72	0.000883	0.622365	[]
4	4	0x60243e14	12	0.000755	0.121198	[]
4	4	0x60243e20	100	0.001082	0.705287	[]
4	4	0x60243e84	12	0.001123	0.081542	[]
4	4	0x60243e90	24	0.001069	0.171256	[]
4	4	0x60243ec8	132	0.001495	0.673506	[]
4	4	0x60243fa4	4	0.001115	0.027361	[]
4	4	0x60243fa8	8	0.000946	0.064533	[]
4	4	0x60243fb0	4	0.000923	0.033047	[]
4	4	0x60243fc8	24	0.000948	0.193159	[]
4	4	0x60243fe0	12	0.001010	0.090619	[]
4	4	0x60243ff4	72	0.001035	0.530663	[]
4	4	0x6024403c	12	0.000955	0.095819	[]
4	4	0x60244048	96	0.000674	1.086386	[]
4	4	0x602440a8	12	0.000648	0.141367	[]
4	4	0x602440b4	24	0.000673	0.272119	[]
4	4	0x602440ec	132	0.000726	1.388092	[]
4	4	0x602441c8	4	0.000683	0.044696	[]
4	4	0x602441cc	8	0.000795	0.076758	[]
4	4	0x602441d4	4	0.000707	0.043160	[]
4	4	0x602441ec	24	0.000680	0.269318	[]
4	4	0x60244204	12	0.000617	0.148346	[]
4	4	0x60244218	72	0.000750	0.732553	[]
4	4	0x60244260	12	0.000681	0.134529	[]
4	4	0x6024426c	112	0.000606	1.411073	[]
4	4	0x602442dc	12	0.000590	0.155062	[]
4	4	0x602442e8	24	0.000618	0.296342	[]
4	4	0x60244320	132	0.000895	1.124622	[]
4	4	0x602443fc	4	0.000612	0.049874	[]
4	4	0x60244400	8	0.000623	0.097925	[]
4	4	0x60244408	4	0.000657	0.046418	[]
4	4	0x60244420	24	0.000623	0.293850	[]
4	4	0x60244438	12	0.000603	0.151882	[]
4	4	0x6024444c	72	0.003109	0.176681	[]
4	4	0x60244494	12	0.000809	0.113201	[]
4	4	0x602444a0	104	0.000697	1.137597	[]
4	4	0x60244508	12	0.000668	0.137012	[]
4	4	0x60244514	24	0.000648	0.282568	[]
4	4	0x6024454c	132	0.000583	1.727075	[]
4	4	0x60244628	4	0.000545	0.056006	[]
4	4	0x6024462c	8	0.000841	0.072582	[]
4	4	0x60244634	4	0.000593	0.051494	[]
4	4	0x6024464c	24	0.000596	0.307117	[]
4	4	0x60244664	12	0.000558	0.164159	[]
4	4	0x60244678	72	0.000792	0.693570	[]
4	4	0x602446c0	12	0.000620	0.147637	[]
4	4	0x602446cc	52	0.000580	0.683590	[]
4	4	0x60244700	16	0.000573	0.213102	[]
