x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
4	4	0x602432e8	72	0.002654	0.206960	[]
4	4	0x60243330	12	0.000879	0.104179	[]
4	4	0x6024333c	52	0.000909	0.436497	[]
4	4	0x60243370	16	0.000892	0.136921	[]
4	4	0x604fc504	72	0.001045	0.525425	[]
4	4	0x604fc54c	12	0.001138	0.080451	[]
4	4	0x604fc558	6836	0.004605	11.326715	[]
4	4	0x604fe00c	12	0.001232	0.074340	[]
4	4	0x604fe018	44	0.000976	0.343880	[]
4	4	0x604fe044	4800	0.003285	11.146592	[]
4	4	0x604ff954	516	0.001112	3.539352	[]
4	4	0x604ffbb0	4	0.000872	0.034981	[]
4	4	0x604ffbb4	404	0.000936	3.291296	[]
4	4	0x604ffd48	4	0.000978	0.031215	[]
4	4	0x604ffd88	24	0.000779	0.235007	[]
4	4	0x604ffda0	20	0.000821	0.185807	[]
