x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
4	4	0x602432e8	72	0.004215	0.130318	[]
4	4	0x60243330	12	0.001636	0.055970	[]
4	4	0x6024333c	52	0.001349	0.294068	[]
4	4	0x60243370	16	0.001637	0.074561	[]
4	4	0x6034cde8	72	0.014893	0.036884	[]
4	4	0x6034ce30	12	0.001609	0.056908	[]
4	4	0x6034ce3c	6836	0.021343	2.443669	[]
4	4	0x6034e8f0	12	0.001961	0.046681	[]
4	4	0x6034e8fc	72	0.001443	0.380718	[]
4	4	0x6034e944	8400	0.010812	5.927254	[]
4	4	0x60351064	516	0.011384	0.345823	[]
4	4	0x603512c0	4	0.001545	0.019754	[]
4	4	0x603512c4	404	0.001533	2.010141	[]
4	4	0x60351458	4	0.004821	0.006330	[]
4	4	0x603514d0	24	0.001629	0.112372	[]
4	4	0x603514e8	36	0.001153	0.238155	[]
4	4	0x60351514	72	0.017078	0.032165	[]
4	4	0x6035155c	12	0.002422	0.037807	[]
4	4	0x60351568	6836	0.005341	9.765464	[]
4	4	0x6035301c	12	0.009665	0.009472	[]
4	4	0x60353028	40	0.001444	0.211273	[]
4	4	0x60353ce0	516	0.001273	3.092949	[]
4	4	0x60353f3c	4	0.001292	0.023622	[]
4	4	0x60353f40	804	0.001583	3.874462	[]
4	4	0x60354264	4	0.001002	0.030470	[]
4	4	0x603542a4	24	0.000969	0.189032	[]
4	4	0x603542bc	20	0.013241	0.011524	[]
4	4	0x603542d8	72	0.001140	0.481726	[]
4	4	0x60354320	12	0.001116	0.082061	[]
4	4	0x6035432c	48	0.001066	0.343562	[]
4	4	0x603543a4	12	0.001108	0.082610	[]
