x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
4	4	0x602432e8	72	0.002884	0.190462	[]
4	4	0x60243330	12	0.001231	0.074397	[]
4	4	0x6024333c	17444	0.012589	10.571901	[]
4	4	0x60247760	12	0.000978	0.093597	[]
4	4	0x6024776c	64	0.001099	0.444432	[]
4	4	0x602785ac	1140	0.001443	6.026457	[]
4	4	0x60278a78	4	0.000847	0.036027	[]
4	4	0x60278a7c	936	0.001210	5.900869	[]
4	4	0x60278e44	4	0.000813	0.037557	[]
4	4	0x60278e48	4	0.000788	0.038750	[]
4	4	0x60278f74	24	0.004524	0.040478	[]
4	4	0x60278f8c	68	0.000949	0.546679	[]
5	4	0x602432e8	72	0.001031	0.532660	[]
5	4	0x60243330	12	0.000871	0.105165	[]
5	4	0x6024333c	17444	0.010718	12.416867	[]
5	4	0x60247760	12	0.001021	0.089684	[]
5	4	0x6024776c	64	0.002105	0.231967	[]
5	4	0x602785ac	1140	0.002144	4.056461	[]
5	4	0x60278a78	4	0.001089	0.028022	[]
5	4	0x60278a7c	936	0.003563	2.004319	[]
5	4	0x60278e44	4	0.001034	0.029511	[]
5	4	0x60278e48	4	0.003370	0.009055	[]
5	4	0x60278f74	24	0.001005	0.182140	[]
5	4	0x60278f8c	68	0.001328	0.390730	[]
5	5	0x602432e8	72	0.001075	0.511193	[]
5	5	0x60243330	12	0.000783	0.116922	[]
5	5	0x6024333c	17444	0.007632	17.438826	[]
5	5	0x60247760	12	0.001070	0.085592	[]
5	5	0x6024776c	64	0.000959	0.509218	[]
5	5	0x602785ac	1140	0.001581	5.500262	[]
5	5	0x60278a78	4	0.000955	0.031968	[]
5	5	0x60278a7c	936	0.001383	5.164720	[]
5	5	0x60278e44	4	0.000890	0.034301	[]
5	5	0x60278e48	4	0.000875	0.034866	[]
5	5	0x60278f74	24	0.000957	0.191368	[]
5	5	0x60278f8c	68	0.000864	0.600219	[]
4	5	0x602432e8	72	0.000830	0.661435	[]
4	5	0x60243330	12	0.000862	0.106179	[]
4	5	0x6024333c	17444	0.006123	21.736969	[]
4	5	0x60247760	12	0.000665	0.137663	[]
4	5	0x6024776c	64	0.000612	0.798205	[]
4	5	0x602785ac	1140	0.000844	10.307977	[]
4	5	0x60278a78	4	0.000619	0.049305	[]
4	5	0x60278a7c	936	0.000840	8.505679	[]
4	5	0x60278e44	4	0.000619	0.049309	[]
4	5	0x60278e48	4	0.000614	0.049721	[]
4	5	0x60278f74	24	0.000594	0.308424	[]
4	5	0x60278f8c	68	0.000607	0.854094	[]
3	4	0x602432e8	72	0.002042	0.269054	[]
3	4	0x60243330	12	0.000766	0.119497	[]
3	4	0x6024333c	17444	0.006029	22.073355	[]
3	4	0x60247760	12	0.000684	0.133796	[]
3	4	0x6024776c	64	0.000551	0.886411	[]
3	4	0x6027695c	1140	0.000786	11.065464	[]
3	4	0x60276e28	4	0.000572	0.053315	[]
3	4	0x60276e2c	936	0.000918	7.778905	[]
3	4	0x602771f4	4	0.000571	0.053437	[]
3	4	0x602771f8	4	0.000543	0.056198	[]
3	4	0x60277324	24	0.000533	0.343271	[]
3	4	0x6027733c	68	0.000523	0.991709	[]
3	3	0x602432e8	72	0.000705	0.779610	[]
3	3	0x60243330	12	0.000531	0.172366	[]
3	3	0x6024333c	12004	0.003305	27.713793	[]
3	3	0x60246220	12	0.000598	0.153144	[]
3	3	0x6024622c	64	0.000545	0.895319	[]
3	3	0x6026ff7c	820	0.000692	9.041043	[]
3	3	0x60270308	4	0.000529	0.057690	[]
3	3	0x6027030c	936	0.000720	9.920459	[]
3	3	0x602706d4	4	0.000508	0.060073	[]
3	3	0x602706d8	4	0.000508	0.060053	[]
3	3	0x60270804	24	0.000515	0.355686	[]
3	3	0x6027081c	68	0.000600	0.865149	[]
4	3	0x602432e8	72	0.000659	0.832953	[]
4	3	0x60243330	12	0.000527	0.173744	[]
4	3	0x6024333c	3028	0.001249	18.503561	[]
4	3	0x60243f10	12	0.000538	0.170110	[]
4	3	0x60243f1c	64	0.000524	0.931090	[]
4	3	0x6025c28c	292	0.000568	3.922050	[]
4	3	0x6025c408	4	0.000512	0.059611	[]
4	3	0x6025c40c	936	0.000720	9.917015	[]
4	3	0x6025c7d4	4	0.000549	0.055556	[]
4	3	0x6025c7d8	4	0.000591	0.051622	[]
4	3	0x6025c904	24	0.000513	0.356594	[]
4	3	0x6025c91c	68	0.001376	0.376980	[]
6	4	0x602432e8	72	0.000612	0.898214	[]
6	4	0x60243330	12	0.000537	0.170584	[]
6	4	0x6024333c	52	0.000664	0.597317	[]
6	4	0x60243370	800	0.000746	8.183434	[]
6	4	0x60243690	16	0.000765	0.159525	[]
6	4	0x602436b8	4	0.000703	0.043439	[]
6	4	0x602436bc	12	0.000968	0.094570	[]
