x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
4	4	0x602432e8	72	0.002795	0.196549	[]
4	4	0x60243330	12	0.001099	0.083276	[]
4	4	0x6024333c	17444	0.010614	12.538847	[]
4	4	0x60247760	12	0.000924	0.099122	[]
4	4	0x6024776c	64	0.000857	0.569865	[]
4	4	0x602785ac	1140	0.001610	5.400694	[]
4	4	0x60278a78	4	0.000909	0.033578	[]
4	4	0x60278a7c	936	0.001263	5.656283	[]
4	4	0x60278e44	4	0.000797	0.038285	[]
4	4	0x60278e48	4	0.000929	0.032845	[]
4	4	0x60278f74	24	0.001206	0.151842	[]
4	4	0x60278f8c	68	0.000773	0.670784	[]
5	4	0x602432e8	72	0.000927	0.592315	[]
5	4	0x60243330	12	0.000986	0.092842	[]
5	4	0x6024333c	17444	0.009385	14.180678	[]
5	4	0x60247760	12	0.001209	0.075753	[]
5	4	0x6024776c	64	0.001266	0.385649	[]
5	4	0x602785ac	1140	0.001827	4.761144	[]
5	4	0x60278a78	4	0.000928	0.032887	[]
5	4	0x60278a7c	936	0.001146	6.232409	[]
5	4	0x60278e44	4	0.000815	0.037453	[]
5	4	0x60278e48	4	0.000795	0.038402	[]
5	4	0x60278f74	24	0.000863	0.212242	[]
5	4	0x60278f8c	68	0.001352	0.383689	[]
5	5	0x602432e8	72	0.001585	0.346501	[]
5	5	0x60243330	12	0.000772	0.118655	[]
5	5	0x6024333c	17444	0.006706	19.846161	[]
5	5	0x60247760	12	0.000734	0.124695	[]
5	5	0x6024776c	64	0.000673	0.725524	[]
5	5	0x602785ac	1140	0.001325	6.566393	[]
5	5	0x60278a78	4	0.000685	0.044538	[]
5	5	0x60278a7c	936	0.000855	8.352804	[]
5	5	0x60278e44	4	0.000653	0.046746	[]
5	5	0x60278e48	4	0.000620	0.049212	[]
5	5	0x60278f74	24	0.000628	0.291744	[]
5	5	0x60278f8c	68	0.000584	0.887910	[]
4	5	0x602432e8	72	0.000876	0.626771	[]
4	5	0x60243330	12	0.000768	0.119236	[]
4	5	0x6024333c	17444	0.005004	26.596712	[]
4	5	0x60247760	12	0.000669	0.136792	[]
4	5	0x6024776c	64	0.000611	0.798520	[]
4	5	0x602785ac	1140	0.000801	10.853070	[]
4	5	0x60278a78	4	0.000542	0.056353	[]
4	5	0x60278a7c	936	0.000732	9.750624	[]
4	5	0x60278e44	4	0.000543	0.056242	[]
4	5	0x60278e48	4	0.000599	0.050907	[]
4	5	0x60278f74	24	0.000524	0.349507	[]
4	5	0x60278f8c	68	0.000568	0.912692	[]
3	4	0x602432e8	72	0.000954	0.575611	[]
3	4	0x60243330	12	0.000875	0.104608	[]
3	4	0x6024333c	17444	0.004994	26.647442	[]
3	4	0x60247760	12	0.000723	0.126566	[]
3	4	0x6024776c	64	0.000566	0.863353	[]
3	4	0x6027695c	1140	0.000785	11.073297	[]
3	4	0x60276e28	4	0.000528	0.057780	[]
3	4	0x60276e2c	936	0.000721	9.904361	[]
3	4	0x602771f4	4	0.000502	0.060776	[]
3	4	0x602771f8	4	0.000506	0.060256	[]
3	4	0x60277324	24	0.000605	0.302793	[]
3	4	0x6027733c	68	0.000523	0.991395	[]
3	3	0x602432e8	72	0.000666	0.824388	[]
3	3	0x60243330	12	0.000551	0.166079	[]
3	3	0x6024333c	12004	0.003346	27.371103	[]
3	3	0x60246220	12	0.000611	0.149823	[]
3	3	0x6024622c	64	0.000543	0.900028	[]
3	3	0x6026ff7c	820	0.000706	8.855353	[]
3	3	0x60270308	4	0.000533	0.057227	[]
3	3	0x6027030c	936	0.000733	9.746432	[]
3	3	0x602706d4	4	0.000529	0.057677	[]
3	3	0x602706d8	4	0.000503	0.060644	[]
3	3	0x60270804	24	0.000506	0.361676	[]
3	3	0x6027081c	68	0.000561	0.924426	[]
4	3	0x602432e8	72	0.000619	0.887933	[]
4	3	0x60243330	12	0.000523	0.174887	[]
4	3	0x6024333c	3028	0.001186	19.486334	[]
4	3	0x60243f10	12	0.000517	0.177095	[]
4	3	0x60243f1c	64	0.000617	0.791951	[]
4	3	0x6025c28c	292	0.000673	3.311763	[]
4	3	0x6025c408	4	0.000520	0.058660	[]
4	3	0x6025c40c	936	0.000754	9.467093	[]
4	3	0x6025c7d4	4	0.000522	0.058433	[]
4	3	0x6025c7d8	4	0.000786	0.038814	[]
4	3	0x6025c904	24	0.000542	0.337925	[]
4	3	0x6025c91c	68	0.000537	0.966604	[]
6	4	0x602432e8	72	0.000650	0.844767	[]
6	4	0x60243330	12	0.000540	0.169546	[]
6	4	0x6024333c	52	0.000582	0.682155	[]
6	4	0x60243370	800	0.000790	7.728963	[]
6	4	0x60243690	16	0.000561	0.217492	[]
6	4	0x602436b8	4	0.000580	0.052611	[]
6	4	0x602436bc	12	0.000526	0.174214	[]
