x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
4	4	0x602432e8	72	0.002298	0.239077	[]
4	4	0x60243330	12	0.000952	0.096123	[]
4	4	0x6024333c	52	0.000908	0.436974	[]
4	4	0x60243370	16	0.000904	0.135075	[]
4	4	0x60451ed0	72	0.001154	0.476176	[]
4	4	0x60451f18	12	0.000945	0.096909	[]
4	4	0x60451f24	6836	0.004492	11.610495	[]
4	4	0x604539d8	12	0.000979	0.093535	[]
4	4	0x604539e4	40	0.000919	0.331955	[]
4	4	0x60453a0c	2000	0.001902	8.022506	[]
4	4	0x6045482c	516	0.001007	3.910504	[]
4	4	0x60454a88	4	0.000866	0.035234	[]
4	4	0x60454a8c	404	0.001027	3.002426	[]
4	4	0x60454c20	4	0.000914	0.033407	[]
4	4	0x60454c60	24	0.000815	0.224587	[]
4	4	0x60454c78	20	0.000857	0.178132	[]
