x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
4	4	0x602432e8	72	0.002221	0.247278	[]
4	4	0x60243330	12	0.000895	0.102287	[]
4	4	0x6024333c	52	0.000903	0.439168	[]
4	4	0x60243370	16	0.000944	0.129362	[]
4	4	0x60451ed0	72	0.001106	0.496834	[]
4	4	0x60451f18	12	0.000872	0.105035	[]
4	4	0x60451f24	6836	0.004573	11.405634	[]
4	4	0x604539d8	12	0.000877	0.104411	[]
4	4	0x604539e4	40	0.001037	0.294160	[]
4	4	0x60453a0c	2000	0.001849	8.254518	[]
4	4	0x6045482c	516	0.000977	4.029136	[]
4	4	0x60454a88	4	0.000866	0.035229	[]
4	4	0x60454a8c	404	0.000968	3.183810	[]
4	4	0x60454c20	4	0.000932	0.032754	[]
4	4	0x60454c60	24	0.000750	0.244083	[]
4	4	0x60454c78	20	0.000808	0.188781	[]
