x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
4	4	0x602432e8	72	0.002415	0.227431	[]
4	4	0x60243330	12	0.000991	0.092397	[]
4	4	0x6024333c	52	0.000957	0.414430	[]
4	4	0x60243370	16	0.000963	0.126821	[]
4	4	0x60d8a2c8	72	0.000954	0.575751	[]
4	4	0x60d8a310	12	0.000919	0.099623	[]
4	4	0x60d8a31c	104	0.000912	0.869995	[]
4	4	0x60d8a384	12	0.000970	0.094352	[]
4	4	0x60d8a390	24	0.000923	0.198376	[]
4	4	0x60d8a3c8	132	0.000873	1.153430	[]
4	4	0x60d8a4a4	4	0.001044	0.029227	[]
4	4	0x60d8a4a8	8	0.000869	0.070276	[]
4	4	0x60d8a4b0	4	0.000924	0.033035	[]
4	4	0x60d8a4c8	24	0.000810	0.226037	[]
4	4	0x60d8a4e0	12	0.001202	0.076171	[]
4	4	0x60d8a4f4	72	0.000876	0.627026	[]
4	4	0x60d8a53c	12	0.000867	0.105627	[]
4	4	0x60d8a548	52	0.000966	0.410701	[]
4	4	0x60d8a57c	16	0.000854	0.143011	[]
4	4	0x618d14d4	72	0.000852	0.644414	[]
4	4	0x618d151c	12	0.000883	0.103657	[]
4	4	0x618d1528	104	0.000907	0.874563	[]
4	4	0x618d1590	12	0.000885	0.103496	[]
4	4	0x618d159c	40	0.000849	0.359422	[]
4	4	0x618d1604	216	0.000826	1.995951	[]
4	4	0x618d16dc	132	0.000752	1.339329	[]
4	4	0x618d17b8	4	0.000924	0.033013	[]
4	4	0x618d17bc	140	0.001237	0.863771	[]
4	4	0x618d184c	8	0.000843	0.072417	[]
4	4	0x618d1854	4	0.000800	0.038130	[]
4	4	0x618d187c	24	0.000853	0.214620	[]
4	4	0x618d1894	20	0.000824	0.185184	[]
