x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
4	4	0x602432e8	72	0.002686	0.204532	[]
4	4	0x60243330	12	0.001115	0.082106	[]
4	4	0x6024333c	52	0.000867	0.457343	[]
4	4	0x60243370	16	0.000905	0.134845	[]
4	4	0x604afb54	72	0.001117	0.491782	[]
4	4	0x604afb9c	12	0.000935	0.097867	[]
4	4	0x604afba8	6836	0.004591	11.360599	[]
4	4	0x604b165c	12	0.000895	0.102301	[]
4	4	0x604b1668	40	0.000840	0.363351	[]
4	4	0x604b1690	2000	0.001898	8.037651	[]
4	4	0x604b24b0	516	0.001073	3.667534	[]
4	4	0x604b270c	4	0.000843	0.036214	[]
4	4	0x604b2710	404	0.000983	3.137000	[]
4	4	0x604b28a4	4	0.000934	0.032657	[]
4	4	0x604b28e4	24	0.000868	0.211009	[]
4	4	0x604b28fc	20	0.000782	0.195004	[]
