x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
4	4	0x602432e8	72	0.002615	0.210082	[]
4	4	0x60243330	12	0.000968	0.094626	[]
4	4	0x6024333c	52	0.000930	0.426798	[]
4	4	0x60243370	16	0.000877	0.139134	[]
4	4	0x605ab674	72	0.000990	0.554643	[]
4	4	0x605ab6bc	12	0.000829	0.110480	[]
4	4	0x605ab6c8	6836	0.004495	11.603531	[]
4	4	0x605ad17c	12	0.000878	0.104262	[]
4	4	0x605ad188	44	0.000815	0.411773	[]
4	4	0x605ad1b4	4800	0.003533	10.365861	[]
4	4	0x605aeac4	516	0.021061	0.186923	[]
4	4	0x605aed20	4	0.000951	0.032082	[]
4	4	0x605aed24	404	0.000967	3.186957	[]
4	4	0x605aeeb8	4	0.001122	0.027204	[]
4	4	0x605aeef8	24	0.000834	0.219592	[]
4	4	0x605aef10	20	0.000820	0.186080	[]
